1.000,3.490
2.000,3.490
3.000,3.471
4.000,3.490
5.000,3.490
6.000,3.471
7.000,3.471
8.000,3.471
9.000,3.471
10.000,3.471
11.000,3.471
12.000,3.490
13.000,3.490
14.000,3.471
15.000,3.471
16.000,3.471
17.000,3.471
18.000,3.471
19.000,3.471
20.000,3.490
21.000,3.471
22.000,3.471
23.000,3.471
24.000,3.490
25.000,3.490
26.000,3.471
27.000,3.471
28.000,3.471
29.000,3.490
30.000,3.471
31.000,3.471
32.000,3.471
33.000,3.471
34.000,3.471
35.000,3.471
36.000,3.471
37.000,3.490
38.000,3.471
39.000,3.471
40.000,3.490
41.000,3.471
42.000,3.471
43.000,3.471
44.000,3.471
45.000,3.471
46.000,3.471
47.000,3.490
48.000,3.490
49.000,3.490
50.000,3.471
51.000,3.471
52.000,3.471
53.000,3.471
54.000,3.471
55.000,3.471
56.000,3.471
57.000,3.471
58.000,3.471
59.000,3.490
60.000,3.471
61.000,3.471
62.000,3.471
63.000,3.471
64.000,3.471
65.000,3.490
66.000,3.471
67.000,3.471
68.000,3.471
69.000,3.471
70.000,3.471
71.000,3.471
72.000,3.471
73.000,3.471
74.000,3.471
75.000,3.471
76.000,3.471
77.000,3.471
78.000,3.490
79.000,3.471
80.000,3.471
81.000,3.471
82.000,3.490
83.000,3.490
84.000,3.471
85.000,3.471
86.000,3.471
87.000,3.471
88.000,3.471
89.000,3.490
90.000,3.490
91.000,3.471
92.000,3.471
93.000,3.471
94.000,3.471
95.000,3.471
96.000,3.471
97.000,3.471
98.000,3.471
99.000,3.471
100.000,3.490
101.000,3.471
102.000,3.471
103.000,3.471
104.000,3.471
105.000,3.490
106.000,3.471
107.000,3.471
108.000,3.490
109.000,3.471
110.000,3.471
111.000,3.490
112.000,3.471
113.000,3.471
114.000,3.471
115.000,3.471
116.000,3.490
117.000,3.471
118.000,3.471
119.000,3.510
120.000,3.608
121.000,3.725
122.000,3.824
123.000,3.824
124.000,3.843
125.000,3.824
126.000,3.824
127.000,3.824
128.000,3.824
129.000,3.765
130.000,3.725
131.000,3.706
132.000,3.686
133.000,3.647
134.000,3.627
135.000,3.608
136.000,3.608
137.000,3.569
138.000,3.569
139.000,3.588
140.000,3.588
141.000,3.686
142.000,3.725
143.000,3.745
144.000,3.784
145.000,3.784
146.000,3.784
147.000,3.804
148.000,3.765
149.000,3.784
150.000,3.784
151.000,3.765
152.000,3.725
153.000,3.667
154.000,3.569
155.000,3.549
156.000,3.510
157.000,3.529
158.000,3.588
159.000,3.627
160.000,3.706
161.000,3.784
162.000,3.824
163.000,3.843
164.000,3.824
165.000,3.765
166.000,3.725
167.000,3.627
168.000,3.588
169.000,3.588
170.000,3.588
171.000,3.608
172.000,3.667
173.000,3.745
174.000,3.804
175.000,3.784
176.000,3.745
177.000,3.765
178.000,3.745
179.000,3.745
180.000,3.765
181.000,3.745
182.000,3.765
183.000,3.745
184.000,3.745
185.000,3.765
186.000,3.745
187.000,3.745
188.000,3.765
189.000,3.745
190.000,3.765
191.000,3.745
192.000,3.745
193.000,3.765
194.000,3.765
195.000,3.784
196.000,3.824
197.000,3.824
198.000,3.824
199.000,3.824
200.000,3.745
201.000,3.725
202.000,3.725
203.000,3.706
204.000,3.725
205.000,3.706
206.000,3.686
207.000,3.608
208.000,3.510
209.000,3.510
210.000,3.451
211.000,3.431
212.000,3.471
213.000,3.569
214.000,3.667
215.000,3.667
216.000,3.686
217.000,3.765
218.000,3.784
219.000,3.784
220.000,3.784
221.000,3.784
222.000,3.784
223.000,3.784
224.000,3.784
225.000,3.784
226.000,3.784
227.000,3.784
228.000,3.784
229.000,3.784
230.000,3.784
231.000,3.784
232.000,3.784
233.000,3.784
234.000,3.784
235.000,3.784
236.000,3.784
237.000,3.784
238.000,3.784
239.000,3.784
240.000,3.784
241.000,3.784
242.000,3.784
243.000,3.784
244.000,3.784
245.000,3.784
246.000,3.784
247.000,3.784
248.000,3.784
249.000,3.784
250.000,3.784
251.000,3.784
252.000,3.784
253.000,3.784
254.000,3.784
255.000,3.784
256.000,3.784
257.000,3.784
258.000,3.784
259.000,3.784
260.000,3.784
261.000,3.784
262.000,3.784
263.000,3.784
264.000,3.784
265.000,3.784
266.000,3.784
267.000,3.784
268.000,3.784
269.000,3.784
270.000,3.784
271.000,3.784
272.000,3.784
273.000,3.784
274.000,3.784
275.000,3.784
276.000,3.784
277.000,3.784
278.000,3.784
279.000,3.784
280.000,3.784
281.000,3.784
282.000,3.784
283.000,3.784
284.000,3.784
285.000,3.784
286.000,3.784
287.000,3.784
288.000,3.784
289.000,3.784
290.000,3.784
291.000,3.784
292.000,3.784
293.000,3.784
294.000,3.784
295.000,3.784
296.000,3.784
297.000,3.784
298.000,3.784
299.000,3.784
300.000,3.784
301.000,3.784
302.000,3.784
303.000,3.784
304.000,3.784
305.000,3.784
306.000,3.784
307.000,3.784
308.000,3.784
309.000,3.784
310.000,3.784
311.000,3.784
312.000,3.784
313.000,3.784
314.000,3.784
315.000,3.784
316.000,3.784
317.000,3.784
318.000,3.784
319.000,3.784
320.000,3.784
321.000,3.784
322.000,3.784
323.000,3.784
324.000,3.784
325.000,3.784
326.000,3.784
327.000,3.784
328.000,3.784
329.000,3.784
330.000,3.784
331.000,3.784
332.000,3.784
333.000,3.784
334.000,3.784
335.000,3.784
336.000,3.784
337.000,3.784
338.000,3.784
339.000,3.784
340.000,3.784
341.000,3.784
342.000,3.784
343.000,3.784
344.000,3.784
345.000,3.784
346.000,3.784
347.000,3.784
348.000,3.784
